[27012:41124:0304/100321.415:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[27012:41124:0304/100321.672:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[27012:32284:0304/100324.862:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:32284:0304/100324.865:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:32284:0304/100324.869:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:32284:0304/100324.873:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:30216:0304/100325.416:WARNING:value_store_frontend.cc(47)] Reading ahfgeienlihckogmohjhadlkjgocpleb.alarms from  failed: IO error: .../MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:30216:0304/100325.417:WARNING:value_store_frontend.cc(47)] Reading mhjfbmdgcfjbbpaeojofohoefgiehjai.alarms from  failed: IO error: .../MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[24724:27800:0304/100326.712:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-E36E0EF83C2D959B4C7C56F135255161 will be ignored
[27012:16276:0304/100329.192:ERROR:cast_crl.cc(443)] CRL - Verification failed.
[27012:41124:0304/100332.042:ERROR:device_event_log_impl.cc(196)] [10:03:32.041] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[27012:16276:0304/103601.002:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103630.000:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/103703.000:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103705.999:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103711.000:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=25})
[27012:16276:0304/103714.999:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103716.000:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103729.999:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103735.998:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103751.002:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103752.001:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103753.002:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103757.001:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103758.000:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103807.999:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103830.995:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103840.995:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103847.996:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103859.994:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103906.993:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103915.993:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103929.990:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103938.990:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103945.991:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/103947.991:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103951.992:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/104001.989:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104008.989:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104009.989:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104101.318:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/104108.317:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104125.318:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/104126.318:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104129.317:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/104134.318:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104156.319:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104207.319:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104221.321:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/104229.322:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104233.322:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104237.322:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104247.322:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104250.321:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104314.322:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104326.323:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104336.322:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104351.324:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104402.325:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104444.323:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104454.325:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104607.331:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104614.332:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/104623.332:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104707.337:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104710.336:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104721.336:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104725.336:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104750.339:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104928.350:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104938.348:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/104944.680:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/104954.680:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/105011.681:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/105021.681:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/105048.682:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/105056.682:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/105058.682:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/105110.682:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/105114.682:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/105130.682:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
